,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
2016,Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Etios VD
2017,Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Etios Liva
2018,Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios Liva
2019,Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio M2DI
2020,Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2021,Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Verna CRDi
2022,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,Volkswagen,Volkswagen Vento 1.5
2023,Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,Renault,Renault KWID Climber
2024,Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Santro Asta
2025,Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,Ford,Ford Figo Aspire
2026,Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner,Renault,Renault Pulse RxZ
2027,Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ciaz 1.4
2028,Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,First Owner,Nissan,Nissan Terrano XL
2029,Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ciaz 1.4
2030,Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,First Owner,Tata,Tata Manza Club
2031,Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner,Toyota,Toyota Camry M/t
2032,Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto K10
2033,Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,First Owner,Maruti,Maruti SX4 S
2034,Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner,Renault,Renault Duster 85PS
2035,Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift ZXI
2036,Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,Toyota,Toyota Corolla H3
2037,Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Celerio ZXI
2038,Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,First Owner,Tata,Tata Safari DICOR
2039,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2040,Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
2041,Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,First Owner,Tata,Tata Nexon 1.2
2042,Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
2043,Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2044,Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ertiga SHVS
2045,Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Omni E
2046,Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Bolero B4
2047,Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Celerio VXI
2048,Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2049,Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Eeco Smiles
2050,Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner,Renault,Renault Duster 85PS
2051,Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
2052,Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,Maruti,Maruti Swift 1.3
2053,Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Santro GLS
2054,Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
2055,Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift ZDi
2056,Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Omni E
2058,Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift ZXI
2059,Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2060,Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2061,Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2062,Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2063,Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2066,Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Xylo D2
2067,Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,Honda,Honda City i-VTEC
2068,Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,Honda,Honda Jazz Select
2069,Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,Honda,Honda City i-VTEC
2070,Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,First Owner,Honda,Honda Amaze VX
2071,Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,Maruti,Maruti Celerio VXI
2072,Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,Maruti,Maruti Swift VXI
2073,Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,Honda,Honda Amaze VX
2074,Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ritz VXi
2075,Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,Second Owner,Honda,Honda City i
2076,Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Active
2077,Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
2078,Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Getz 1.3
2079,Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,Toyota,Toyota Etios Liva
2080,Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2081,Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i20 Magna
2082,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2083,Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Etios GD
2084,Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2085,Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Scorpio VLX
2086,Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXL
2087,Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
2088,Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,Honda,Honda City 1.5
2089,Honda City i DTEC VX,2014,700000,130000,Diesel,Individual,Manual,First Owner,Honda,Honda City i
2090,Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2091,Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2092,Honda Amaze E i-Dtech,2015,300000,104000,Diesel,Individual,Manual,Second Owner,Honda,Honda Amaze E
2093,Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2094,Honda City 1.3 EXI,2003,120000,132343,Petrol,Individual,Manual,Second Owner,Honda,Honda City 1.3
2095,Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Creta 1.4
2096,Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2097,Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Individual,Manual,First Owner,Honda,Honda Jazz 1.5
2098,Maruti 800 EX,2004,30000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti 800 EX
2099,Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Individual,Manual,Second Owner,Mahindra,Mahindra Renault Logan
2100,Tata Indigo LS,2010,250000,96000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indigo LS
2101,Maruti Alto VXi,2015,280000,26134,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto VXi
2102,Maruti Ritz VDi,2011,260000,52895,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ritz VDi
2103,Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,Hyundai,Hyundai Verna SX
2104,Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W10
2105,Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Scorpio EX
2106,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2107,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2108,Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Xylo E8
2109,Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner,Fiat,Fiat 500 Lounge
2110,Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner,Renault,Renault Triber RXT
2111,Fiat Grande Punto EVO 1.3 Active,2014,270000,120000,Diesel,Individual,Manual,Second Owner,Fiat,Fiat Grande Punto
2112,Tata New Safari 4X4 EX,2012,550000,142000,Diesel,Individual,Manual,First Owner,Tata,Tata New Safari
2113,Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
2114,Tata Altroz XE,2020,500000,5000,Petrol,Individual,Manual,First Owner,Tata,Tata Altroz XE
2115,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2116,Honda City i DTEC VX,2014,600000,50000,Diesel,Individual,Manual,First Owner,Honda,Honda City i
2117,Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2118,Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Sportz
2119,Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,Mahindra,Mahindra XUV500 AT
2120,Maruti Baleno Delta Automatic,2018,600000,7600,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Baleno Delta
2121,Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2122,Maruti Alto K10 VXI AGS,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,Maruti,Maruti Alto K10
2123,Tata Indica GLS BS IV,2010,75000,110000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica GLS
2124,Hyundai Grand i10 Sportz,2014,400000,25000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2125,Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2126,Hyundai i20 Active S Petrol,2016,560000,68523,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 Active
2127,Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON 1.0
2128,Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Individual,Manual,First Owner,Tata,Tata Tigor 1.2
2129,Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.2
2130,Maruti Alto Green LXi (CNG),2010,88000,80251,CNG,Dealer,Manual,Second Owner,Maruti,Maruti Alto Green
2131,Hyundai i20 1.2 Era,2010,250000,34500,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.2
2132,Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,Ford,Ford Ikon 1.4
2133,Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2134,Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen VXi
2135,Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2136,BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,BMW,BMW 7 Series
2137,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Optra Magnum
2138,Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti A-Star Lxi
2140,Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
2141,Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Individual,Manual,First Owner,Honda,Honda WR-V i-DTEC
2142,Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Accent GLX
2143,Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Ertiga VDI
2144,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Individual,Manual,First Owner,Mahindra,Mahindra KUV 100
2145,Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2146,Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2148,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2149,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Magna
2150,Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,Ford,Ford Endeavour 4x2
2151,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai EON Sportz
2152,Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner,Nissan,Nissan Micra XL
2153,Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti 800 Std
2154,Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift LXi
2155,Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2156,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo TDI
2157,Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Zen VX
2158,Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2159,Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Delta
2160,Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Magna
2161,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,Tata,Tata Manza Aura
2162,Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Omni LPG
2163,Maruti Zen D PS,2003,110000,120000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Zen D
2164,Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Individual,Manual,First Owner,Fiat,Fiat Linea 1.3
2165,Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
2166,Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,Ford,Ford Aspire Titanium
2167,Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,Ford,Ford Aspire Titanium
2168,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,Ford,Ford Freestyle Titanium
2169,Honda City i VTEC V,2016,696000,138925,Petrol,Dealer,Manual,First Owner,Honda,Honda City i
2170,Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Dealer,Manual,First Owner,Honda,Honda Jazz 1.5
2171,Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Dealer,Manual,First Owner,Honda,Honda Jazz 1.2
2172,Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2173,Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,Tata,Tata Bolt Quadrajet
2174,Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift ZXI
2175,Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,Chevrolet,Chevrolet Aveo U-VA
2176,Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2177,Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Vitara Brezza
2178,Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,Tata,Tata Nexon 1.2
2179,Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,Hyundai,Hyundai i20 Asta
2180,Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,Hyundai,Hyundai i20 Asta
2181,Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,Chevrolet,Chevrolet Cruze LT
2182,Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,Volkswagen,Volkswagen Polo GTI
2183,Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio SLE
2184,Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Swift 1.3
2185,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2186,Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,Tata,Tata Tigor 1.2
2187,Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2188,Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Xylo D4
2189,Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,Mahindra,Mahindra KUV 100
2190,Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2191,Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2192,Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Sportz
2193,Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Zen D
2194,Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,Honda,Honda Amaze EX
2195,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova Crysta
2196,BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,BMW,BMW X1 sDrive20d
2197,Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio M2DI
2198,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Elite i20
2199,Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat LS
2200,Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Era
2201,Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,Tata,Tata Indigo GLX
2202,Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,Honda,Honda City i
2203,Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna CRDi
2204,Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2205,Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,Volkswagen Polo 1.5
2206,Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i20 1.2
2207,Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Elite i20
2208,Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
2209,Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Ritz LDi
2210,Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra XUV500 W10
2211,Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID 1.0
2212,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
2213,Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,Fiat,Fiat Grande Punto
2214,Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,Volkswagen,Volkswagen Polo Diesel
2215,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,Ford,Ford Ecosport 1.0
2216,Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,Chevrolet,Chevrolet Aveo 1.4
2217,Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,Chevrolet,Chevrolet Aveo U-VA
2218,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Diesel
2219,Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,Ford,Ford Endeavour 2.5L
2220,Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,Ford,Ford Aspire Titanium
2221,Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai EON 1.0
2222,Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,Tata,Tata Tiago 2019-2020
2223,Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift ZXI
2224,Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
2225,Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2226,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,Ford,Ford Ecosport 1.0
2227,Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,Volkswagen,Volkswagen Polo 1.2
2228,Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,Ford,Ford Fiesta Diesel
2229,Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W8
2230,Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,Honda,Honda City 1.5
2231,Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen VXI
2232,Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2233,Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2234,Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2235,Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Baleno Zeta
2236,Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Jeep MM
2237,Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto STD
